tweet_id,text,task1,task2,ID
1127637095294459905,RT @rohini_sgh: अगर मोदीजी हारे तो राकेश सिन्हा जैसे लोग 6 महिने के अंदर संघ कैसे नाराज था इसके उपर लिखने लगेंगे। फिर राम माधव का आज का ट्…,NOT,NONE,hasoc_2020_hi_859
1123663722084536321,"RT @ptshrikant: आज फिर सिद्ध हुआ है #ModiHaiToMumkinHai, जिस दुर्दांत आतंकी #MasoodAzhar को वैश्विक आतंकी घोषित कराने की कोशिशें 10 साल में…",NOT,NONE,hasoc_2020_hi_604
1127806134130286592,"RT @ArshadChishti_: मोदी जी शायद अब आप उच्च प्रजाति का झूठे इंसान हो गए हो, दोस्तो देखो ज़रा, सार्वजनिक इंटरनेट का उपयोग 15 अगस्त 1995 को…",HOF,OFFN,hasoc_2020_hi_2285
1127742644954656769,"@BantuDas2 
#HappyMothersDay2019 
माॅ हमारी गलती को तो माफ कर देती है छुपा देती हैं लेकिन कर्म फल भोगने से हमे बचा नही सकती ।
जाने उस परमात्मा के बारे मे जो हमारे बुरे कर्मों को भी माफ कर देता है । https://t.co/3J0bTFO4Xr",NOT,NONE,hasoc_2020_hi_559
1127585916397088768,"RT @DttaShiv: @ZeeNewsHindi अय्याश मुसलमान थे छद्म नेहरू.
ऐसे नीच का साथ देकर मोहन दास गाँधी ने देश और हिन्दुओं से गद्दारी की .दोनों क्षमा…",HOF,OFFN,hasoc_2020_hi_459
1127545281992486914,RT @SohailBobby: 2-2 करोड़ की रैली सजाई जाती 50-50 लाख देकर भीड़ बुलाई जाती है लाखों का सूट-बूट पहन कर मोदी आते है 🤔और मंच से बताते है कां…,NOT,NONE,hasoc_2020_hi_411
1127568501646880768,"RT @MahilaCongress: कांग्रेस के कार्यकर्ताओं के बिना, मैं कौन हूँ! कोई भी नहीं। कांग्रेस का मैं सिर्फ एक छोटा हिस्सा हूँ। कांग्रेस हर उस व्…",NOT,NONE,hasoc_2020_hi_2362
1123597808601378818,"@PankajK17875218 हम लोग भांगडा कर लेंगें... 

चमचें ताली बजाने के लिए होगें 
हाय, हाय करके.. 😂 😜 😁",HOF,OFFN,hasoc_2020_hi_1631
1127522091673243648,"RT @AtulDass_: #Ramazan 
🎋कुरान ज्ञान दाता अल्लाह कह रहा है कि उस कबीर परमात्मा पर विश्वास रखो। वह कभी मरने वाला नहीं है। तारीफ के साथ उसकी…",NOT,NONE,hasoc_2020_hi_3526
1127739822188089344,"RT @ippatel: आज PM नें Ramlila Maidan में दिल्ली का ठग जो स्वयं को दिल्ली का मालिक कहता है, उसे फिर निराश किया और उसका नाम नहीं लिया।",HOF,OFFN,hasoc_2020_hi_3804
1127718762600435714,"RT @AnjuSha21061554: मै सब्जी खरीदने बजार गया 
एक मुल्ला सब्जी बेच रहा था 
मैने पूछा मुल्ली कैसे है 
साला मुल्ला भड़क गया !😅😂😅😂😅 https://t.…",HOF,PRFN,hasoc_2020_hi_1128
1127811699992453121,"@aajtak कमल हासन, यह भी बता दो की राजीव गांधी की हत्या का जिम्मेवार कौन है? DMK या कोई और?",HOF,OFFN,hasoc_2020_hi_3299
1127629230995415040,"@PanditKimjong @DdFynDfN9XpDBjK @deepikatomar_ कुछ नहीं हुआ, रोवो मत, सब ठीक है",NOT,NONE,hasoc_2020_hi_63
1127506409166331904,"RT @arjunmewada32: गद्दारों की छाती पर चोट किया 
और एक बार फिर नरेन्द्र मोदी जी
को वोट दिया 🙏🙏🙏
एक वोट आतंकवाद को खत्म
करने के लिए,
एक वोट…",NOT,NONE,hasoc_2020_hi_55
1127478252816044033,@DayalShankar58 @ZeeNewsHindi @Ashutosh10798 यही मै भी सोंच रहा था।,NOT,NONE,hasoc_2020_hi_2072
1127534049654759429,@RaviPratapChand @Sangita32620162 @ShilpiSinghINC तब तो सर इस तरह से नही बोलते,NOT,NONE,hasoc_2020_hi_286
1127553150515384320,RT @nehapatel342634: मेरी नौकरानी और नोकर 😍😍 https://t.co/Df951sNs89,NOT,NONE,hasoc_2020_hi_1333
1127689305990651905,"RT @Hindinama2: जितना तुमने उसे प्रेम किया
अब उससे उतनी ही नफ़रत कर डालो
इसी तरह भूल पाओगी तुम उसे
और फिर एक दिन सब शांत हो जायेगा
उसके लिए…",NOT,NONE,hasoc_2020_hi_1234
1123602036434411520,"@ArvindKejriwal Thodi to sharam kar, Abe tu ek state ka CM hai bhand nahi 🙄",HOF,OFFN,hasoc_2020_hi_1175
1123798501819916292,"RT @KulwantDass3: #SundayMotivation 
#jesus 
इस पूरी पृथ्वी ही नहीं बल्कि 21 ब्रह्मांड में संत रामपालजी के अलावा खुदा कहो राम कहो अल्लाह क…",NOT,NONE,hasoc_2020_hi_2563
1127781530355417089,@Bhavya_SKS17 @Gyan_p_mishra @_parm_4U @prakash9237 @gautammutha1 @sahajyoti3 @Rajjais65002059 @VishalSatra1 @DigvijaynathTi4 @__kashyap__ @Sanjiv_Sahib हर हर महादेव 🙏 शुभ दिन,NOT,NONE,hasoc_2020_hi_3260
1127801725916594177,"🌹फोड़ी-फुंसी हो तो :-

🌹किसी को फोड़ी-फुंसी होते है, तो त्रिफला शाम को फाँक लेंवे सारा फोड़ी-फुंसी सब साफ़ शरीर ठीक हो जायेगा | #SummerHealthTipsByBapuji",NOT,NONE,hasoc_2020_hi_4259
1127472905091076096,@kalikaprasad5 अल्प ज्ञानी को अहंकार सीखने नहीं देता चाणक्य नीति,NOT,NONE,hasoc_2020_hi_2520
1123576639932121088,"RT @sir_jenishpatel: @manakgupta कहने वाले कहेंगे ये मोदी की जीत नहीं है चाईना की जीत है....😆😝😝

मसूद अजर को मोदी नहीं चाईना ने आतंकी घोषित…",NOT,NONE,hasoc_2020_hi_957
1123755594102530049,"RT @raajsharma1011: किसी और से क्या मोहब्बत 💞 करूं,
इन दिनों खुद से ही फिर जुङने की कोशिश कर रहा हूँ।💞💞💞💞💞 https://t.co/g0bIkUBVQ0",NOT,NONE,hasoc_2020_hi_3272
1127795774228590592,इस की सकल देख कर इस को कोई रखेल भी नही बनायेगा।,HOF,OFFN,hasoc_2020_hi_2356
1127567994127769600,"यार क्या दिमाग पाया है भक्तो के गुरु ने नाली से गैस बनाते बनाते बादलों मे फाइटर जेट छीपाने का यंत्र भी खोज लिया,अब बस बाकी है भक्तो के दिमाग से गोबर गैस बनाना।",HOF,HATE,hasoc_2020_hi_1322
1123802415113875456,@parvtyagi07 @muftitayyib2 @SharwanLakhani @Mayawati सुना है श्रीलंका मे पिछवाङा उठाना मना कर दिया गया है😂😂😂😂😂😂,HOF,HATE,hasoc_2020_hi_9
1127652672960704514,"RT @ArunbajpaiRajan: जब तक देश मे छिपे अंतिम आतंकी को खत्म नहीं कर लेता, इस्तीफा नहीं दूंगा:- मैत्रिपाला सिरिसेना, राष्ट्रपति श्रीलंका

मस्…",NOT,NONE,hasoc_2020_hi_20
1123553994884804608,"RT @aajtak: #LokSabhaElections2019
तेज बहादुर के नामांकन पत्र के कागजों में गड़बड़ी पाई गई थी

https://t.co/w4y7avRlku",NOT,NONE,hasoc_2020_hi_2282
1127619063977394178,"चमचों, चुनाव ख़तम होने के पहले बस इतना बता दो कि....
.
मणिशंकर कायर की लाश को गाड़ा गया है या जलाया गया है?? 🙄🙄😷😷",HOF,OFFN,hasoc_2020_hi_1907
1127768062441197569,RT @rukasa007: मेजर प्रवीण और सूबेदार पवार का यह बयान सैन्य न्यायालय के रिकार्ड में दर्ज है यही वजह है कि सेना ले.कर्नल पुरोहित को निर्दोष…,NOT,NONE,hasoc_2020_hi_3608
1123773025621618688,@pankhuripathak जब कुछ समझ मे न आये तो @BJP4India  के चप्पल मार दो!,HOF,HATE,hasoc_2020_hi_3554
1127774509098885121,@awasthis हर हर महादेव* शिव शंम्भु,NOT,NONE,hasoc_2020_hi_1882
1127563078403481600,"RT @mat_jane_de_yar: #CloudStrike
अच्छे अच्छे ढल गए इस दुनिया के व्यवहार में 
ये फेंकु क्या चीज है,
पड़ेगी इसको भी लात इस Democracy के बाजा…",HOF,OFFN,hasoc_2020_hi_2591
1127802350880432129,RT @Dr_Anubhav4u: अब ये किसने कर दिया बे😂😂 https://t.co/yV1VxvZq4G,NOT,NONE,hasoc_2020_hi_1092
1123570038085079040,RT @HindiNews18: #HTP। अगर राहुल माफी नहीं मांगते तो क्या होता? क्या वे जेल चले जाते? क्या राहुल गांधी संविधान का मज़ाक उड़ाया है?- @bajpai…,NOT,NONE,hasoc_2020_hi_993
1127814304655265792,"RT @BasantA49182115: IMF: - मिस्टर इमरान खान क्या गारंटी है कि
आपको दिये गये फंड का उपयोग आप
आतंकवाद को बढाने में नही लगाएंगे? 

इमरान: - स…",NOT,NONE,hasoc_2020_hi_522
1127482006739140609,@RhishiO @ani_digital @ANI बादल से राडार को चकमा देने वाले के भक्त हो काफी है,NOT,NONE,hasoc_2020_hi_4155
1123805216913133574,"RT @jyotitiwari05: सबसे ज्यादा हँसी तो उन आदमियों पर आई,जो लेडीज टाॅक के बीच आ गए, आंटी सही हैं,नहीं नहीं लड़कियाँ सही हैं। अवधी में कहावत…",NOT,NONE,hasoc_2020_hi_3912
1127467347646619649,"RT @balveer_parmar: रायबरेली UP के सबसे 10 गरीब जिलों में से एक है,
और वहाँ की सासंद सोनिया गाँधी 
दुनिया की 10 अमीर महिलाओं में नंबर 4 पर…",NOT,NONE,hasoc_2020_hi_480
1123764007863713792,RT @manakgupta: चीन को पूरी दुनिया के सामने झुका देना भारत की अब तक की सबसे बड़ी कूटनीतिक जीत में से एक है #MasoodAzhar,NOT,NONE,hasoc_2020_hi_261
1127641725801865216,"RT @IamVikas_Kr: डिवाइडर दर्द अभी कम भी नही हुआ था 
और रडार आ गया!!
~ भक्त कहिन
🤣🤣

@ajitanjum",HOF,OFFN,hasoc_2020_hi_3178
1123749164238635008,"RT @Mdhaka5: सुरजेवाला व कपिल सिब्बल ने UN को लेटर लिखकर मांग की है, 
कि मसूद अजहर को इंटरनेशनल आतंकी घोषित मत करो इससे BJP को फायदा होगा:-…",NOT,NONE,hasoc_2020_hi_3739
1123575159334424577,RT @BJP4India: हाल हीं में श्रीलंका में जो बम धमाके हुए थे उसके बाद वहां की सरकार ने जाकिर नाइक के टीवी चैनल पर बैन लगाने का फैसला किया है।…,NOT,NONE,hasoc_2020_hi_3835
1127564684851200003,"RT @AKTKadmin: आंख हैं भरी भरी और तुम मुस्कुराने की बात करते हो,
वोट तो डूब गई इनकी भी, वीडियो में भड़ास निकाल सकते हो। https://t.co/w19189…",NOT,NONE,hasoc_2020_hi_2907
1127584469353766912,"RT @BebakAawaj: @yadavakhilesh भाजपा को इस समय वोट चाहिए वो भी जनता को जाती-धर्म नेहरू-राजीव गांधी का नाम लेकर...

देश की समस्याओं पर अगर…",HOF,HATE,hasoc_2020_hi_1268
1123565319488823296,"RT @RahulSinhaZee: टिकिट देने से पहले ये तो पता कर लेते कि सेना में थे या बीएसएफ में, वैसे इन्हें बीएसएफ से बर्खास्त किया गया था https://t.…",NOT,NONE,hasoc_2020_hi_1657
1127587405370839041,"@dibang @abpnewshindi @sherryontopp @abpnewstv अब बोला ना जाओ ना दिबांग ।
दलला अपने पास जमा माल विदेशों में जमा इसका हरामी रहा है",HOF,PRFN,hasoc_2020_hi_1192
1127499777996754944,"किसी का दिल तोडना आज तक नही आया मुझे, प्यार करना जो अपनी माँ से सीखा है मैंने।",NOT,NONE,hasoc_2020_hi_3233
1127493935318749185,"RT @devduttmyth: श्री राम रावण का वध कर्ते हैं लेकिन उनका अपमान नहीं करते।
राजधर्म और राजनीति में फ़र्क़ होता है https://t.co/YdDXeu2Vbx",NOT,NONE,hasoc_2020_hi_3948
1127786622223671298,"@dhruv_rathee मोदी जी डिजिटल कैमरे और ई मेल का उपयोग 1987 से कर रहे है
भारत मे ई मेल सुविधा विदेश संचार निगम लिमिटेड द्वारा 1995 में शुरू की गई थी 
मोदी जी ने रास्ते मे एक कविता लिखी थी ,पर जो पेज पढ़ने के लिए मंगवाया वो प्रश्न के साथ प्रिंटेड था
मूर्ख हैं तो मोदी है",HOF,OFFN,hasoc_2020_hi_4079
1127568409401520133,"@DHARMEN012 @VeerLotus किसी ने नहीं माना है 
बस गुलामो को छोङ कर",NOT,NONE,hasoc_2020_hi_1593
1123571153799278592,"RT @News18UP: अमेठी कस्बे में @priyankagandhi का रोड शो शुरु
@INCUttarPradesh https://t.co/oo9ki3AraN",NOT,NONE,hasoc_2020_hi_4191
1127503569630912512,"RT @GauriJalpa: पाकिस्तान के,
बालाकोट में भारतीय वायुसेना की एयर स्ट्राइक में 130 से 170 आतंकवादी मारे गए थे,
इसका खुलासा करने वाली इटली की…",NOT,NONE,hasoc_2020_hi_589
1123786812332421121,RT @SinghAwantika: अभी तक यह इन लोगो ने नही कहा था तो मुझे चिंता होने लगी थी कि AAP चुनाव लड़ भी रही है या नही? अभी चिंता का एक और विषय है…,NOT,NONE,hasoc_2020_hi_3610
1127801004496285696,23 मई को इसका उतरा हुआ मुह देखने लायक होगा जब #NDA प्रचंड बहुमत से जीतेगी !!,NOT,NONE,hasoc_2020_hi_2380
1127463262361128961,RT @priyankagandhi: शहीदों के नाम पर वोट माँगकर उनकी शहादत को अपमानित करने वाले प्रधानमंत्री ने कल अपनी बेलगाम सनक में एक नेक और पाक इंसान…,HOF,OFFN,hasoc_2020_hi_1031
1127613145839697920,@MubashirZaidi apky 100 lafzoo ki khani kaha hai?,NOT,NONE,hasoc_2020_hi_4134
1123823109801426951,"@BJP4India @jairamthakurbjp जिस गुड़िया के नाम पे सत्ता में आये आज यही प्रवचन दे रहे हैं ,rape पे राजनीति न करे ।न अपने किसी को ससपेंड किया ।और अब केस को दबाने की कोशिश कर रहे हो ।😂",HOF,OFFN,hasoc_2020_hi_3500
1127676580468183040,Hamaari THORian THORon se kam hai ke?😎✌😂 https://t.co/V4B39UOxqt,NOT,NONE,hasoc_2020_hi_1576
1127790392928350209,इससे ज्यादा मानसिक दिवालियापन क्या हो सकता है?,NOT,NONE,hasoc_2020_hi_2825
1127665985656279040,"@art_lover_09 लोग अब यह भी करने लगे शॉपिंग मॉल में ,",NOT,NONE,hasoc_2020_hi_57
1127465137248526336,"@sharadknp @narendramodi ये व्यापार बंद हुआ 
तभी तो इन्का मन डरा हुआ
बिती गल्तियों का खुलासा हुआ
ऐसे ही गुरू नही कहता "" हुआ तो हुआ """,NOT,NONE,hasoc_2020_hi_2350
1127651766969856000,RT @aapkiapni1: जीवन मे किसी के मदद की जरुरत हो तो अवश्य ले शर्माए नही https://t.co/1Bw8tGMonG,NOT,NONE,hasoc_2020_hi_1841
1127758247769903105,"RT @SoniyaGupta69: अब अच्छा लग रहा है, प्लीज़ अब रुकना मत और जोर से मुझे चूत में खुजली हो रही है।     https://t.co/7ncQQvbMhZ https://t.co/…",NOT,NONE,hasoc_2020_hi_670
1123590409853198338,"RT @Narendr67841032: @narendramodi @AbeShinzo @JPN_PMO हाय री किस्मत 
यह भी अभी होना था-- कांग्रेस
यह मोदी तो हमें 40 से 4 पर ला कर छोड़ेगा…",NOT,NONE,hasoc_2020_hi_3102
1127465984493703168,"RT @narendramodi_in: जब इन लोगों को मौका मिला तो इन लोगों ने बिजली में भी घोटाला कर दिया।

जब मुझे सेवा का अवसर मिला तो ढाई करोड़ से ज्यादा…",NOT,NONE,hasoc_2020_hi_1459
1127513724032446464,"RT @Nitu_Ji: पप्पू 2019 में PM बनेगा ... ऐसे विचार उन्ही लोगों के हैं

जो सड़क किनारे बैठे हकीम से गुप्त रोगों का इलाज करवाते हैं !😂🙏",HOF,OFFN,hasoc_2020_hi_2942
1127814455637635072,"RT @piyushakak4: समझ में नहीं आ रहा कि देश में चुनाव हो ही क्यों रहा है.... 
सभी संस्थाएं, सारी एजेंसियां तो मोदी जी के पास है ही, वह अपने…",HOF,HATE,hasoc_2020_hi_2721
1127518111303737344,"RT @Kavita22666851: ""तुम्हें"" ""ना* देखकर
         कब तक ""सबर""🌸 
करू,,
         आंखें तो  
बंद कर लू,
          पर इस दिल का
 क्या करू.👤🍃

🍃…",NOT,NONE,hasoc_2020_hi_3707
1127619873511600128,@sardanarohit तानाशाही है सब करेगी वंहा,NOT,NONE,hasoc_2020_hi_1958
1127636948485459969,"RT @narendramodi: 2019 का चुनाव भारतीय जनता पार्टी नहीं, भारतीय जनता लड़ रही है। https://t.co/U5P0Sy6Ahb",NOT,NONE,hasoc_2020_hi_500
1123593538774585344,"RT @kdsingh987: कांग्रेस पार्टी के मसूद अजहर जी #आतंकवादी घोषित हो गए ...👌

कुछ बोलेंगे @RahulGandhi जी अब..??

@TajinderBagga @joshijikabe…",HOF,OFFN,hasoc_2020_hi_2880
1127494245697212417,"RT @SinghAwantika: ISIS के आतंकवादियों को हराना है, काफिरों और मूर्ति पूजा करने वालो के हत्यारो के समर्थकों को हराना है। https://t.co/RoP6R…",NOT,NONE,hasoc_2020_hi_1550
1127527586223943680,@yadavdimples Chutiya hai o,HOF,PRFN,hasoc_2020_hi_108
1123565520836415488,@seematri6 @Bhumika__1 हार गये,NOT,NONE,hasoc_2020_hi_2193
1127538302670790656,"RT @pbdixit: पत्नी:- मेरे बाल सफेद होते जा रहे है 
व्हाॅट शुड आय डु??

 पति:- व्हाय डोन्ट यु ""डाइ""?.",NOT,NONE,hasoc_2020_hi_3140
1123516766225702912,@ArvindKejriwal mein baccho ki kasam khata hoon ki mujhse bada jhootha koi nahin hai ji😂😂😂😂,HOF,OFFN,hasoc_2020_hi_1049
1127570909198336001,"RT @Priyank11228390: #fridayThoughts
 कबीर साहेब कहते हैं चारों वेद कतेब झूठे नहीं है । झूठे वह धर्मगुरु है जो इनको समझ नहीं पा रहे हैं। अग…",NOT,NONE,hasoc_2020_hi_409
1123669111773417472,"सूझवान वोटर लुटेरों को सबक़ सिखाएगा
हर इक देश प्रेमी कमल का बटन दबाएगा 
आएगा आएगा फिर मोदी आएगा",NOT,NONE,hasoc_2020_hi_308
1127598599997493248,@dikshas_96 अरे तुम कब आयी ?😱,NOT,NONE,hasoc_2020_hi_1424
1127490680522076160,"RT @GauriJalpa: जो व्यापारी,
यह बोल रहे हैं कि हम GST के कारण बर्बाद हो गए,

वो यह बताएं,
कि GST तो आप जनता से लेते हैं, फिर बर्बाद आप कैसे…",NOT,NONE,hasoc_2020_hi_1372
1127762567894634499,Qabool hai.,NOT,NONE,hasoc_2020_hi_110
1127624122341572608,"कबीरा तेरे देश में नए-नए विचार
बारिश-बादल से  फैल हुए रडार",HOF,OFFN,hasoc_2020_hi_1562
1123590330123575296,"RT @HTetey: तेजबहादुर यादव BSF का बर्खास्त जवान और टोटिचोर अखिलेश यादव,2017 का यह फोटो है।
अब समझ मे आया ये दाल रोटी के वीडियो डालकर,सरकार…",HOF,OFFN,hasoc_2020_hi_469
1127609308026249216,"RT @BJP4India: यहां किसानों का 2 लाख तक का कर्ज माफ होना था।

किसानों के घर आज पुलिस आ रही है, बैंक किसानों को कर्ज नहीं दे रहे। 

मध्य प्र…",NOT,NONE,hasoc_2020_hi_4334
1123605387687518214,"ड्रैगन झुका, मसूद अज़हर अंतर्राष्ट्रीय आतंकी घोषित हुआ ! संयुक्त राष्ट्र को भी EC का नोटिस तो नहीं भेजा जाएगा !
#MasoodAzhar
#UNSC
#vinayshukla",NOT,NONE,hasoc_2020_hi_3919
1127626420786814977,"RT @JagratiGupta3: जिस तरह से बंगाल में अराजकता फैली हुई है,
BJP कार्यकर्ताओं की हत्या कर दी जाती है,
TMC के आतंकवादी लोगों को मतदान तक न…",NOT,NONE,hasoc_2020_hi_4288
1127650772936798208,"ISIS का दावा, हमने भारत मे प्रांत की स्थापना की
#isis
#terrorist 
https://t.co/auKyZQUfHx",NOT,NONE,hasoc_2020_hi_4309
1127492672829018112,"RT @Great_Legion: जैसे तड़ीपार , मर्डर कर के सबूत मिटा देता है, वैसे ही 
@BJP4Gujarat
 भी अनपढ़ जाहिल की रडार टेक्नोलॉजी वाली डिलीट कर देते…",NOT,NONE,hasoc_2020_hi_971
1127737855080484868,"RT @ShivamWays: हालातो के आगे जब साथ
न जुबां होती है,
पहचान लेती है 
खामोशी में हर दर्द
वो सिर्फ ""माँ"" होती है 😚😍",NOT,NONE,hasoc_2020_hi_2385
1127517394044219392,"RT @Ahmad_Shakeel: जब “ Time “ पत्रिका ने 2014 और 2015 मे मोदी जी की तारीफ़ की थी तो भाजपाई बहुत ख़ुश थे, अब देश को टुकड़े टुकड़े करने वा…",NOT,NONE,hasoc_2020_hi_643
1127598272833511424,"RT @ADITIJOSHI01: @KapilMishra_IND बिक गया केजरीवाल

दो पट्टी की चप्पल पहन के सब को झूठ बोलता है आत्म मुग्ध बौना👇 https://t.co/EXNpfVcFxu",HOF,OFFN,hasoc_2020_hi_2033
1123577638193434624,@aajtak Modi hai to mumkin hai,NOT,NONE,hasoc_2020_hi_1480
1123805158205480960,"RT @RssKanishk: मौलाना मसूद अजहर पर बैन लगवाने से कुछ नही होगा मोदी जी जबतक ""हिना रब्बानी"" को भारत नही ले आते तबतक हम नही मानेंगे!…",NOT,NONE,hasoc_2020_hi_2660
1123566582003712000,"RT @ThePhenomenal_S: खुद की लिखी हुई शायरी डालूँ या कॉपी पेस्ट करूँ या पॉलिटिकल ट्वीट स्टार्ट करूँ  😂

#ThePhenomenal_S",NOT,NONE,hasoc_2020_hi_3396
1127475027383934976,"😂😂😂😂

आज केज़रू की ख़ैर नहीं !",HOF,OFFN,hasoc_2020_hi_2117
1123642612160745473,"@GdBakshiJe और पप्पू को राफेल के दाम भी नही पता 
डूब मरो ते चमचो",HOF,OFFN,hasoc_2020_hi_2476
1127522657920937985,RT @chitraaum: अपनी सेल्फी मुझे टैग करते रहें 😃 #VoteKar #VoteDo https://t.co/xdYkMdqV80,NOT,NONE,hasoc_2020_hi_3646
1123669174688079872,"@Kavita_Sharma4 लगता है इस आपराधिक प्रवृत्ति के चार बार सज़ा पाए, पाकिस्तानीयों के यार, गद्दारी के लिए BSF से निकाले गए 'फौजी' की मर्दानगी चेक कर चुकी हैं मैडम!!",NOT,NONE,hasoc_2020_hi_3032
1127619705739436033,@KuchBhi03 Graound report hai bhai sare chutiye Gurgaon me baste hai,HOF,PRFN,hasoc_2020_hi_3385
1127804167005691904,RT @INCIndia: दोबारा मत पूछना कि कांग्रेस ने 60 सालों में क्या किया! https://t.co/AAhO4M55wa,NOT,NONE,hasoc_2020_hi_36
1123498919487389696,आखिरकार सच मान ही लिया संसद की लोक लेखा समिति(पीएसी)कमेटी ने कि ऑगनबाडी बहिनें बहुत ही कम (नाम मात्र) 4500/-रू•मानदेय पर कार्य कर रही है।और जब चुनाव आते है तो झूठा आश्वासन देकर हर दल इनके साथ छलावा करता है।अब भी न्याय न मिले तो धिक्कार है केंद्र और राज्य सरकार पर https://t.co/prThdDuNLX,HOF,HATE,hasoc_2020_hi_4233
1127481952200617985,"@gilaniwasif @Dr_Uditraj @RabindarPrasad6 भाई गलतफहमी में न रहियो आर एस एस तो यही रहेगी कोइये या हिंदुस्तान में रहके तकलीफ है तो वो अपने बोरी बिस्तर समेट के कहू भी जा सके कोई रोकेगो नाय।
राम राम सा",NOT,NONE,hasoc_2020_hi_3003
1127467095988432901,"@PollTics @SharmaShradha राह (रास्ते) तो हमेशा से सीधे ही थे, लेकिन हर चौराहे पर ईमानदरो की तफ्तीश क्यूं हो रही? वो चोला पहने ही निकल लिये और ईमानदार को सच्चाई का हेल्मेट भी बचा नही पाया ।",NOT,NONE,hasoc_2020_hi_3760
1123543655938174977,"RT @kapoorashok25: @SureshChavhanke @sat1810 अगर कोई लोन वूल्फ़ ट्रक ले कर चढ़ जाए,,,,, फ़्रांस की तरह",NOT,NONE,hasoc_2020_hi_35
1127797963634253824,"RT @IAm_Sanjaysri: यह वीडियो हरियाणा का फरीदाबाद का होने का दावा किया जा रहा है | यह वीडियो भारत का #LokSabhaElections2019 का है ?
दुख‌ इस…",NOT,NONE,hasoc_2020_hi_1105
1127812819879989248,"RT @ashok__pareek: अच्छा सुनो📣

जब तक पप्पू प्रधानमंत्री नही बन जाता

म तुम्हें युहीं परेशान करता रहूंगा

😹😹😂😂

ठीक है😈",HOF,OFFN,hasoc_2020_hi_1972
1127758595922120704,"हरियाणा में चुनाव निर्विघ्न सम्पन्न! 

प्रदेश की #जनता व #चुनाव आयोग को साधुवाद",NOT,NONE,hasoc_2020_hi_1930
1127772818802741248,"@TajinderBagga एक दम से देखता हूँ तो ऐसा लगता है,,ममता डायन मांग रही है।",HOF,OFFN,hasoc_2020_hi_505
1127562755467145216,Halo hai hai halo,NOT,NONE,hasoc_2020_hi_4291
1123609695250313216,"RT @Kavita_Sharma4: चुनाव आयोग ने भाजपा मे शामिल होने का इन्कार किया

फिलहाल बाहर से ही समर्थन जारी रहेगा

देशहित मे

😅😆😉 https://t.co/0EzZ…",NOT,NONE,hasoc_2020_hi_1798
1127752136693915648,@ReallySwara @digvijaya_28 @INCIndia @RahulGandhi लगता है इस बार अमृता का पत्ता कट और स्वडा बनेंगी मिसेज दिग्विजय...,NOT,NONE,hasoc_2020_hi_1332
1123577067767943168,अब होगा न्याय,NOT,NONE,hasoc_2020_hi_3380
1127614991329157121,@arshiazizkhan @yadavakhilesh भांड है नौटंकी ही करेगा।।।।।,HOF,PRFN,hasoc_2020_hi_1530
1127754837821509632,RT @shakilpatel86: इलाहाबाद कमलानेहरू अस्पतालमें ट्यूमरसे जूझरही एकबच्ची निजी विमान छहसीटर होनेके वजहसे बच्चीऔर उसके मातापिताके साथ मोहम्मद…,NOT,NONE,hasoc_2020_hi_3798
1127464503895941120,"#लोकतंत्र का #चौथा_स्तंभ अब
             #मीडिया नही,,
#सोशल_मीडिया है,,

इसे #संशोधित किया जाए,,!!!    
        🤓 आप जैसे  #journalist
से डर भी लगता हैं",NOT,NONE,hasoc_2020_hi_746
1127600030259372032,RT @RomaPrashant603: @udaymeena13 माँ को प्यार दें सम्मान दें आदर दें जिस माँ ने ऊँगली पकड़ चलना सिखाया बुढ़ापे में उस माँ की लाठी बनें कह…,NOT,NONE,hasoc_2020_hi_1747
1127800115316453378,"RT @TrishaRajput20: मुझको हर हाल में बख़्शेगा उजाला अपना
चाँद रिश्ते में तो लगता नहीं मामा अपना,
मैंने रोते हुएपोंछे थे किसी दिन आँसू
मुद्द…",NOT,NONE,hasoc_2020_hi_3479
1127570082907865088,दिग्विजयसिंह जी ने अपना मत न डालकर भारतीय लोकतन्त्र के प्रति घोर लापरवाही की। ऐस लापरवाह नेता को भोपाल से हारने से कोई नहीं रोक सकता।,NOT,NONE,hasoc_2020_hi_3989
1127611757533417472,"RT @Jitendr27440411: जब प्रियंका अमेठी में बोल रही थी कि मोदी झूठ

 बोलता है उस वक़्त राहुल गांधी कोर्ट में झूठ बोलने पर माफीनामा दे रहा था…",NOT,NONE,hasoc_2020_hi_3379
1127629784626843648,@LastQamar @NavbharatTimes आज भी कश्मीर में सो सुअर मार दिए हम लोगो ने,NOT,NONE,hasoc_2020_hi_2318
1123654997911015424,"कहां भाग गया लालू का लाल।
बहुत गुंडागर्दी फैलाई है लालू ने और आज उसका असर समाज को झेलना पड़ रहा है।",HOF,HATE,hasoc_2020_hi_1303
1127598151198814210,"RT @SanjayJ07609621: गजब हो गया
अब इतने ही स्पीडवा से
जायेगा तो फेकेंद्र मोती( लाल पराठा) ही https://t.co/od97vqCFX3",NOT,NONE,hasoc_2020_hi_3560
1123541005146279936,"RT @Vivekoberoii: अगर ये रेड 2 हफ्ते पहले पड़ी होती तो कांग्रेस अपने मेनिफेस्टो मे Income tax department खत्म करने का वादा भी कर देती ।
#धू…",NOT,NONE,hasoc_2020_hi_3562
